"","","","","16"
"","9.  Hon. Dinesh Gunawardena, M.P.,","","",""
"","Minister of Education,","","",""
"","9A. Hon. A.D. Susil Premajayantha, M.P.,","","",""
"","Minister of Education,","","",""
"","10. Hon. Douglas Devananda, M.P.,","","",""
"","Minister of Fisheries,","","",""
"","11. Hon. Gamini Lokue, M.P.,","","",""
"","Minister of Trade,","","",""
"","(This Ministry comes under 8A Respondent)","","",""
"","12. Hon. Bandula Gunawardena,","","",""
"","Minister of Trade,","","",""
"","12A. Hon. Nalin Fernando, M.P.,","","",""
"","Minister of Trade, Commerce and","","",""
"","Food   Security,","","",""
"","13. Hon. R.M.C.B. Rathnayake, M.P.,","","",""
"","Minister of Wildlife and","","",""
"","Forest Conservation,","","",""
"","13A.Hon. Mahinda Amaraweera, M.P.,","","",""
"","Minister  of  Wildlife  and  Forest  Resources","","",""
"","Conservation, Minister of Agriculture,","","",""
"","14. Hon. Janaka Bandara Thennakoon, M.P.,","","",""
"Minister","of","Public","Services,","Provincial"
"","Councils and Local Government,","","",""
"","(This Ministry comes under 5A Respondent)","","",""
"","15. Hon. Keheliya Rambukwella, M.P.,","","",""
"","Minister of Mass Media,","","",""
"","(This Ministry comes under 9A Respondent)","","",""
"","16. Hon. Chamal Rajapaksa, M.P.,","","",""
"","Minister of Irrigation,","","",""
