"","","","","","","","SC (CHC)Appeal No.23/2016"
"parties. The Appellants tendered written submissions to Court with a motion","","","","","","",""
"dated 20.10.2022.","","","","","","",""
"","However,  on","that  day,  an  application  was  made  on  behalf  of","","","","","the"
"Appellants, by which they sought to reschedule the hearing of their appeal on","","","","","","",""
"the  basis  that  their  Counsel  had  returned  the  brief  and  they  have  retained  a","","","","","","",""
"new Counsel recently. The Court considered the application of the Appellants","","","","","","",""
"favourably  and  granted  a  postponement.  The  appeal  was  fixed  for  hearing","","","","","","",""
"once  more  on  07.06.2023,  as  it  was  a  convenient  date  for  the  said  newly","","","","","","",""
"retained  Counsel  for  the  Appellants.  When  the  appeal  was  taken  up  for","","","","","","",""
"hearing  on","07.06.2023,","","the  Appellants  made","","a","similar","application 
for"
"postponement of the hearing, but this time the Court was not inclined to grant","","","","","","",""
"any further postponements for hearing of the instant appeal, which had been","","","","","","",""
"filed in the year 2016, and decided to take the matter up for hearing.","","","","","","",""
"","The  oral  submissions  of  the  Respondent  Company  were  concluded  on","","","","","",""
"07.06.2023.  Although","","the  Appellants  have  already","","","","tendered","their  written"
"submissions, this Court afforded another opportunity for the parties to tender","","","","","","",""
"written","submissions,","if","they","so  wished.","A","four-week","time  period,"
"commencing  from  the  date  of  hearing,  was  granted  to  the  parties.  Only  the","","","","","","",""
"Respondent Company availed of this opportunity.","","","","","","",""
"","It must be noted at the outset of this judgement that, in spite of setting","","","","","",""
"out several grounds of appeal in paragraph 23 of their petition of appeal, the","","","","","","",""
"Appellants have confined themselves  into following three grounds of appeal","","","","","","",""
"in their written submissions;","","","","","","",""
"","a.  The Commercial High Court failed to consider that no evidence was","","","","","",""
"","","led to show that summonses were served on the two Appellants,","","","","",""
"","b.  The Commercial High Court failed to consider that Section 60 of the","","","","","",""
"","","Civil  Procedure  Code  empowers  only  a  Fiscal  Officer  or  a  Grama","","","","",""
"","","","","","","","6"
