"Before:  Hon. Vijith K. Malalgoda, PC, J.","","","","","","","","","",""
"","","Hon. Janak De Silva, J.","","","","","","","",""
"","","Hon. K. Priyantha Fernando, J.","","","","","","","",""
"Counsel:","","","","","","","","","",""
"Dr. Romesh De Silva, PC with Ranil Samarasooriya and Shanaka Cooray for Petitioner-","","","","","","","","","",""
"Appellant","","","","","","","","","",""
"Chrishmal  Warnasooriya  with  Prabuddha  Hettiarachchi  and  M.I.M.","","","","","","","","","","Iynullah 
for"
"Respondent-Respondent","","","","","","","","","",""
"Written Submissions:","","","","","","","","","",""
"Petitioner-Petitioner on 27.10.2023","","","","","","","","","",""
"Respondent-Respondent on 07.07.2017","","","","","","","","","",""
"Argued on:   18.10.2023","","","","","","","","","",""
"Decided on: 24.01.2024","","","","","","","","","",""
"Janak De Silva, J.","","","","","","","","","",""
"The  Petitioner-Appellant  (“Appellant”)  instituted  this  action  in  the  Provincial  High","","","","","","","","","",""
"Court  of  the  Western  Province  (Exercising  Civil  Jurisdiction)  Holden","","","","","","","","","","in  Colombo"
"(“Commercial High Court”) seeking an order to wind up the Respondent-Respondent","","","","","","","","","",""
"(“Respondent”).","","","","","","","","","",""
"The learned Judge of the Commercial High Court dismissed the application with costs.","","","","","","","","","",""
"Aggrieved by the dismissal, the Appellant has preferred this appeal.","","","","","","","","","",""
"The","Appellant","has","also","filed","a","leave","to","appeal","application","bearing  No."
"SC/HC/LA/46/2014. Parties agreed that they will abide by one judgment given in S.C.","","","","","","","","","",""
"Appeal (CHC) No. 84/2014 which is the statutory appeal.","","","","","","","","","",""
"","","","","","","Page 2 of 10","","","",""
