"","","","","ACCUSED-RESPONDENT",""
"Before",":","P. PADMAN SURASENA, J.","","",""
"","","YASANTHA KODAGODA, PC J.","","",""
"","","KUMUDINI K. WICKREMASINGHE, J.","","",""
"","","MAHINDA SAMAYAWARDHENA, J. &","","",""
"","","ARJUNA OBEYESEKERE, J.","","",""
"Counsel         :","","Priyantha  Nawana 
PC,","SASG,  with  Dileepa 
Peiris,","SDSG,","and"
"","","","Sudharshana de Silva, DSG, for the Complainant-Appellant","",""
"","","","Widura  Ranawake  with  Menaka  Warnapura,  Dinusha  Bandaranayake","",""
"","","and Roshan Dehiwala for the Accused-Respondent.","","",""
