"","","Respondent-Petitioner-Appellant"
"","","-Vs-"
"","","J
aqa Lanka International (Pvt) Ltd"
"","","No. 46/1, Fife Road,"
"","","Colombo 05."
"","","Petitioner-Respondent"
"B","EFORE:          Hon. Buwaneka Aluwihare, PC, J.",""
"","Hon. Murdu N.B. Fernando, PC, J.",""
"","Hon. Yasantha Kodagoda, PC, J.",""
"COUNSEL:    Milinda  Gunetilleke,  ASG,  PC  with  Ms.  N.  N.  P.  Sandeepani  for  the  Respondent-","",""
"","Appellant.",""
"","Avindra Rodrigo, PC with Ms. Nishika Fonseka instructed by M.J.S. Fonseka for the",""
"","Petitioner-Respondent.",""
"A","RGUED ON:  07.02.2023.",""
"W","RITTEN  SUBMISSIONS:","Respondent-Petitioner-Appellant  on  19.11.2013  and"
"","","24.08.2018"
"","","Petitioner-Respondent on14.06.2018 and"
"","","27.02.2023"
"D","ECIDED ON:  31.10.2023.",""
"","","2"
