"18)  With the marking scheme set out in P13 having been applied, the Petitioner and the","","","","","",""
"","6th – 11th Respondents have been allotted the following marks:","","","","",""
"Candidate","Educational","Service","Annual","Extra","Interview","Total"
"","qualifications","","appraisal","qualifications","",""
"6th","27","30","10","10","16","93"
"Respondent","","","","","",""
"7th","30","27","10","08","17","92"
"Respondent","","","","","",""
"8th","21","30","10","09","16","86"
"Respondent","","","","","",""
"9th","22","27","10","08","17","84"
"Respondent","","","","","",""
"10th","21","24","10","10","17","82"
"Respondent","","","","","",""
"11th","16","30","10","08","17","81"
"Respondent","","","","","",""
"Petitioner","14","30","10","10","16","80"
